CD3D,homo sapiens,ENSG00000167286,,
CD3E,homo sapiens,ENSG00000198851,,
CD8A,homo sapiens,ENSG00000153563,,
CD8B,homo sapiens,ENSG00000172116,,
CD99,homo sapiens,ENSG00000002586,,
KLRG1,homo sapiens,ENSG00000139187,,
S100A4,homo sapiens,ENSG00000196154,,
