LCK,homo sapiens,ENSG00000182866,,
CD69,homo sapiens,ENSG00000110848,,
TCF7,homo sapiens,ENSG00000081059,,
IL7R,homo sapiens,ENSG00000168685,,
CD3G,homo sapiens,ENSG00000160654,,
CD3E,homo sapiens,ENSG00000198851,,
CD3D,homo sapiens,ENSG00000167286,,
