SPON2,homo sapiens,ENSG00000159674,,
GZMB,homo sapiens,ENSG00000100453,,
NKG7,homo sapiens,ENSG00000105374,,
GNLY,homo sapiens,ENSG00000115523,,
PRF1,homo sapiens,ENSG00000180644,,
CCL5,homo sapiens,ENSG00000271503,,
XCL1,homo sapiens,ENSG00000143184,,
CST7,homo sapiens,ENSG00000077984,,
FGFBP2,homo sapiens,ENSG00000137441,,
GZMA,homo sapiens,ENSG00000145649,,
CCL5,homo sapiens,ENSG00000274233,,
