ACRBP,homo sapiens,ENSG00000111644,,
CLU,homo sapiens,ENSG00000120885,,
GNG11,homo sapiens,ENSG00000127920,,
HIST1H2AC,homo sapiens,ENSG00000180573,,
MAP3K7CL,homo sapiens,ENSG00000156265,,
MYL9,homo sapiens,ENSG00000101335,,
NRGN,homo sapiens,ENSG00000154146,,
PF4,homo sapiens,ENSG00000163737,,
PPBP,homo sapiens,ENSG00000163736,,
RGS18,homo sapiens,ENSG00000150681,,
SPARC,homo sapiens,ENSG00000113140,,
TSC22D1,homo sapiens,ENSG00000102804,,
TUBB1,homo sapiens,ENSG00000101162,,
