LILRA4,homo sapiens,ENSG00000274185,,
IRF8,homo sapiens,ENSG00000140968,,
ITM2C,homo sapiens,ENSG00000135916,,
CLEC10A,homo sapiens,ENSG00000132514,,
LILRA4,homo sapiens,ENSG00000277092,,
LILRA4,homo sapiens,ENSG00000239961,,
IRF7,homo sapiens,ENSG00000185507,,
IL3RA,homo sapiens,ENSG00000185291,,
FCER1G,homo sapiens,ENSG00000158869,,
PTCRA,homo sapiens,ENSG00000171611,,
IRF7,homo sapiens,ENSG00000276561,,
LILRA4,homo sapiens,ENSG00000276798,,
